"Trade flow","Year","Period","Tariff heading","Key","Key - text","Land","Quantity (kg)","Value (CHF)"
"IMP","2022","04_April","7108.1200","914","less than 99.5% of gold","France","523","17'541'534"
"IMP","2022","04_April","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Finland","610","32'061'804"
"IMP","2022","04_April","7108.1200","912","at least 99.5% of gold, for refining or other processing","Finland","724","42'947'288"
"IMP","2022","04_April","7108.1200","912","at least 99.5% of gold, for refining or other processing","Estonia","4","245'712"
"IMP","2022","04_April","7108.1200","914","less than 99.5% of gold","Estonia","3","125'166"
"IMP","2022","04_April","7108.1200","912","at least 99.5% of gold, for refining or other processing","Emirates, Arab","20'475","1'205'776'670"
"IMP","2022","04_April","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Ecuador","592","23'866'292"
"IMP","2022","04_April","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Dominican Rep.","6'140","98'583'829"
"IMP","2022","04_April","7108.1200","914","less than 99.5% of gold","Denmark","100","4'307'849"
"IMP","2022","04_April","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Côte d'Ivoire","1'613","64'849'503"
"IMP","2022","04_April","7108.1200","914","less than 99.5% of gold","Czechia","10","351'539"
"IMP","2022","04_April","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Colombia","215","11'254'942"
"IMP","2022","04_April","7108.1200","912","at least 99.5% of gold, for refining or other processing","China","6","372'596"
"IMP","2022","04_April","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Chile","9'166","67'649'624"
"IMP","2022","04_April","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Canada","3'963","154'630'747"
"IMP","2022","04_April","7108.1200","912","at least 99.5% of gold, for refining or other processing","Canada","450","26'254'916"
"IMP","2022","04_April","7108.1200","913","at least 99.5% of gold, for other uses","Canada","91","5'372'289"
"IMP","2022","04_April","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Burkina Faso","4'782","239'143'542"
"IMP","2022","04_April","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Brazil","776","38'965'780"
"IMP","2022","04_April","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Belgium","126","6'169'888"
"IMP","2022","04_April","7108.1200","912","at least 99.5% of gold, for refining or other processing","Belgium","314","18'453'106"
"IMP","2022","04_April","7108.1200","913","at least 99.5% of gold, for other uses","Belgium","350","20'655'817"
"IMP","2022","04_April","7108.1200","914","less than 99.5% of gold","Belgium","138","6'499'824"
"IMP","2022","04_April","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Azerbaijan","1'044","16'481'006"
"IMP","2022","04_April","7108.1200","913","at least 99.5% of gold, for other uses","Austria","4","201'935"
"IMP","2022","04_April","7108.1200","914","less than 99.5% of gold","Austria","5","221'690"
"IMP","2022","04_April","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Australia","4'898","17'979'731"
"IMP","2022","04_April","7108.1200","912","at least 99.5% of gold, for refining or other processing","Australia","1'510","91'464'419"
"IMP","2022","04_April","7108.1200","914","less than 99.5% of gold","Australia","4'393","15'458'080"
"IMP","2022","04_April","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Argentina","15'683","104'365'981"
"IMP","2022","04_April","7108.1200","911","mined gold (according to the ""Explanatory notes"")","_ALL","90'768","2'070'667'483"
"IMP","2022","04_April","7108.1200","912","at least 99.5% of gold, for refining or other processing","_ALL","38'629","2'286'107'261"
"IMP","2022","04_April","7108.1200","913","at least 99.5% of gold, for other uses","_ALL","5'425","324'971'841"
"IMP","2022","04_April","7108.1200","914","less than 99.5% of gold","_ALL","9'520","209'233'803"
"IMP","2021","04_April","7108.1200","911","mined gold (according to the ""Explanatory notes"")","USA","4'540","189'372'458"
"IMP","2021","04_April","7108.1200","912","at least 99.5% of gold, for refining or other processing","USA","3'789","197'147'348"
"IMP","2021","04_April","7108.1200","913","at least 99.5% of gold, for other uses","USA","20'025","1'039'473'331"
"IMP","2021","04_April","7108.1200","912","at least 99.5% of gold, for refining or other processing","Uruguay","24","1'245'770"
"IMP","2021","04_April","7108.1200","912","at least 99.5% of gold, for refining or other processing","United Kingdom","17'313","927'543'129"
"IMP","2021","04_April","7108.1200","913","at least 99.5% of gold, for other uses","United Kingdom","15'055","793'274'508"
"IMP","2021","04_April","7108.1200","914","less than 99.5% of gold","United Kingdom","73","1'917'998"
"IMP","2021","04_April","7108.1200","914","less than 99.5% of gold","Turkey","15","451'057"
"IMP","2021","04_April","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Tanzania","460","11'213'511"
"IMP","2021","04_April","7108.1200","912","at least 99.5% of gold, for refining or other processing","Tajikistan","3'231","167'482'848"
"IMP","2021","04_April","7108.1200","912","at least 99.5% of gold, for refining or other processing","Taiwan","27","1'432'582"
"IMP","2021","04_April","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Sweden","55","2'800'133"
"IMP","2021","04_April","7108.1200","912","at least 99.5% of gold, for refining or other processing","Sweden","0","29'091"
"IMP","2021","04_April","7108.1200","914","less than 99.5% of gold","Sweden","1","19'957"
"IMP","2021","04_April","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Suriname","1'651","82'674'421"
"IMP","2021","04_April","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Spain","120","3'402'152"
"IMP","2021","04_April","7108.1200","914","less than 99.5% of gold","Spain","61","2'277'484"
"IMP","2021","04_April","7108.1200","911","mined gold (according to the ""Explanatory notes"")","South Africa","214","11'636'204"
"IMP","2021","04_April","7108.1200","912","at least 99.5% of gold, for refining or other processing","South Africa","0","16'614"
"IMP","2021","04_April","7108.1200","913","at least 99.5% of gold, for other uses","South Africa","1'450","74'802'832"
"IMP","2021","04_April","7108.1200","913","at least 99.5% of gold, for other uses","Singapore","257","13'527'789"
"IMP","2021","04_April","7108.1200","914","less than 99.5% of gold","Singapore","71","3'374'170"
"IMP","2021","04_April","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Senegal","866","41'117'519"
"IMP","2021","04_April","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Saudi Arabia","1'106","41'364'689"
"IMP","2021","04_April","7108.1200","912","at least 99.5% of gold, for refining or other processing","Russia","2'164","111'840'367"
"IMP","2021","04_April","7108.1200","913","at least 99.5% of gold, for other uses","Russia","252","13'247'237"
"IMP","2021","04_April","7108.1200","914","less than 99.5% of gold","Romania","49","1'404'977"
"IMP","2021","04_April","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Philippines","914","28'383'759"
"IMP","2021","04_April","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Peru","9'255","125'874'125"
"IMP","2021","04_April","7108.1200","912","at least 99.5% of gold, for refining or other processing","Peru","211","11'190'080"
"IMP","2021","04_April","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Panama","25","824'067"
"IMP","2021","04_April","7108.1200","914","less than 99.5% of gold","Panama","16","567'780"
"IMP","2021","04_April","7108.1200","912","at least 99.5% of gold, for refining or other processing","Norway","138","7'283'102"
"IMP","2021","04_April","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Nicaragua","2'318","19'473'418"
"IMP","2021","04_April","7108.1200","913","at least 99.5% of gold, for other uses","New Zealand","13","728'799"
"IMP","2021","04_April","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Morocco","67","2'831'206"
"IMP","2021","04_April","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Mexico","3'718","52'644'519"
"IMP","2021","04_April","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Mali","1'610","79'356'349"
"IMP","2021","04_April","7108.1200","914","less than 99.5% of gold","Malaysia","79","4'096'694"
"IMP","2021","04_April","7108.1200","913","at least 99.5% of gold, for other uses","Luxembourg","395","20'809'500"
"IMP","2021","04_April","7108.1200","914","less than 99.5% of gold","Luxembourg","4","157'003"
"IMP","2021","04_April","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Liberia","553","26'290'458"
"IMP","2021","04_April","7108.1200","912","at least 99.5% of gold, for refining or other processing","Lebanon","377","19'770'383"
"IMP","2021","04_April","7108.1200","914","less than 99.5% of gold","Lebanon","203","10'455'633"
"IMP","2021","04_April","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Laos","2'103","14'145'072"
"IMP","2021","04_April","7108.1200","913","at least 99.5% of gold, for other uses","Kyrgyzstan","20'563","1'100'327'800"
"IMP","2021","04_April","7108.1200","912","at least 99.5% of gold, for refining or other processing","Korea (South)","51","2'656'474"
"IMP","2021","04_April","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Kenya","6","262'285"
"IMP","2021","04_April","7108.1200","912","at least 99.5% of gold, for refining or other processing","Japan","1'275","66'721'338"
"IMP","2021","04_April","7108.1200","912","at least 99.5% of gold, for refining or other processing","Italy","152","7'676'261"
"IMP","2021","04_April","7108.1200","913","at least 99.5% of gold, for other uses","Italy","1'662","87'080'917"
"IMP","2021","04_April","7108.1200","914","less than 99.5% of gold","Italy","509","20'182'987"
"IMP","2021","04_April","7108.1200","914","less than 99.5% of gold","Ireland","12","622'466"
"IMP","2021","04_April","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Indonesia","695","36'198'012"
"IMP","2021","04_April","7108.1200","912","at least 99.5% of gold, for refining or other processing","Indonesia","414","21'468'114"
"IMP","2021","04_April","7108.1200","914","less than 99.5% of gold","Indonesia","1'167","60'462'467"
"IMP","2021","04_April","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Hong Kong","78","4'042'435"
"IMP","2021","04_April","7108.1200","912","at least 99.5% of gold, for refining or other processing","Hong Kong","2'169","114'739'235"
"IMP","2021","04_April","7108.1200","913","at least 99.5% of gold, for other uses","Hong Kong","59","3'384'063"
"IMP","2021","04_April","7108.1200","914","less than 99.5% of gold","Hong Kong","75","3'449'297"
"IMP","2021","04_April","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Guyana","62","3'227'413"
"IMP","2021","04_April","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Ghana","3'589","161'126'477"
"IMP","2021","04_April","7108.1200","912","at least 99.5% of gold, for refining or other processing","Germany","1'162","48'604'468"
"IMP","2021","04_April","7108.1200","913","at least 99.5% of gold, for other uses","Germany","537","28'276'261"
"IMP","2021","04_April","7108.1200","914","less than 99.5% of gold","Germany","1'344","18'108'248"
"IMP","2021","04_April","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Georgia","136","3'901'216"
"IMP","2021","04_April","7108.1200","912","at least 99.5% of gold, for refining or other processing","France","206","10'730'642"
"IMP","2021","04_April","7108.1200","914","less than 99.5% of gold","France","359","8'296'056"
"IMP","2021","04_April","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Finland","701","34'092'138"
"IMP","2021","04_April","7108.1200","912","at least 99.5% of gold, for refining or other processing","Finland","876","46'067'218"
"IMP","2021","04_April","7108.1200","914","less than 99.5% of gold","Estonia","4","149'463"
"IMP","2021","04_April","7108.1200","912","at least 99.5% of gold, for refining or other processing","Emirates, Arab","9'969","535'539'826"
"IMP","2021","04_April","7108.1200","913","at least 99.5% of gold, for other uses","Emirates, Arab","2","105'139"
"IMP","2021","04_April","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Ecuador","945","35'894'083"
"IMP","2021","04_April","7108.1200","912","at least 99.5% of gold, for refining or other processing","Ecuador","21","403'561"
"IMP","2021","04_April","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Dominican Rep.","4'470","59'287'135"
"IMP","2021","04_April","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Côte d'Ivoire","2'211","70'370'167"
"IMP","2021","04_April","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Colombia","222","10'341'466"
"IMP","2021","04_April","7108.1200","914","less than 99.5% of gold","China","0","12"
"IMP","2021","04_April","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Chile","5'538","35'165'335"
"IMP","2021","04_April","7108.1200","912","at least 99.5% of gold, for refining or other processing","Chile","151","7'883'385"
"IMP","2021","04_April","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Canada","4'512","159'158'635"
"IMP","2021","04_April","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Burkina Faso","5'316","237'268'369"
"IMP","2021","04_April","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Brazil","1'813","79'028'572"
"IMP","2021","04_April","7108.1200","912","at least 99.5% of gold, for refining or other processing","Belgium","48","2'504'970"
"IMP","2021","04_April","7108.1200","914","less than 99.5% of gold","Belgium","35","1'289'855"
"IMP","2021","04_April","7108.1200","912","at least 99.5% of gold, for refining or other processing","Belarus","11","564'098"
"IMP","2021","04_April","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Azerbaijan","845","20'339'592"
"IMP","2021","04_April","7108.1200","912","at least 99.5% of gold, for refining or other processing","Austria","57","1'855'927"
"IMP","2021","04_April","7108.1200","913","at least 99.5% of gold, for other uses","Austria","7","377'338"
"IMP","2021","04_April","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Australia","5'583","43'762'524"
"IMP","2021","04_April","7108.1200","912","at least 99.5% of gold, for refining or other processing","Australia","2'103","114'151'448"
"IMP","2021","04_April","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Argentina","11'555","34'415'632"
"IMP","2021","04_April","7108.1200","911","mined gold (according to the ""Explanatory notes"")","_ALL","77'852","1'761'285'546"
"IMP","2021","04_April","7108.1200","912","at least 99.5% of gold, for refining or other processing","_ALL","45'939","2'426'548'279"
"IMP","2021","04_April","7108.1200","913","at least 99.5% of gold, for other uses","_ALL","60'277","3'175'415'514"
"IMP","2021","04_April","7108.1200","914","less than 99.5% of gold","_ALL","4'077","137'283'604"
"IMP","2022","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","USA","2'845","121'539'234"
"IMP","2022","05_May","7108.1200","912","at least 99.5% of gold, for refining or other processing","USA","20'396","1'193'141'159"
"IMP","2022","05_May","7108.1200","913","at least 99.5% of gold, for other uses","USA","7'050","414'984'535"
"IMP","2022","05_May","7108.1200","914","less than 99.5% of gold","USA","233","9'205'361"
"IMP","2022","05_May","7108.1200","912","at least 99.5% of gold, for refining or other processing","Uruguay","10","573'618"
"IMP","2022","05_May","7108.1200","912","at least 99.5% of gold, for refining or other processing","United Kingdom","5'993","361'772'610"
"IMP","2022","05_May","7108.1200","913","at least 99.5% of gold, for other uses","United Kingdom","13'975","817'927'378"
"IMP","2022","05_May","7108.1200","914","less than 99.5% of gold","United Kingdom","235","6'629'931"
"IMP","2022","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Turkey","32","322'973"
"IMP","2022","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Tanzania","873","29'074'108"
"IMP","2022","05_May","7108.1200","912","at least 99.5% of gold, for refining or other processing","Taiwan","55","3'236'639"
"IMP","2022","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Sweden","119","3'639'961"
"IMP","2022","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Suriname","1'599","89'282'585"
"IMP","2022","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Spain","100","2'629'583"
"IMP","2022","05_May","7108.1200","914","less than 99.5% of gold","Spain","68","3'024'693"
"IMP","2022","05_May","7108.1200","912","at least 99.5% of gold, for refining or other processing","South Africa","3'870","232'936'047"
"IMP","2022","05_May","7108.1200","912","at least 99.5% of gold, for refining or other processing","Singapore","16","916'625"
"IMP","2022","05_May","7108.1200","914","less than 99.5% of gold","Singapore","90","4'690'556"
"IMP","2022","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Senegal","769","39'919'332"
"IMP","2022","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Saudi Arabia","1'159","47'491'983"
"IMP","2022","05_May","7108.1200","912","at least 99.5% of gold, for refining or other processing","Russia","2'943","185'677'357"
"IMP","2022","05_May","7108.1200","913","at least 99.5% of gold, for other uses","Russia","146","8'553'782"
"IMP","2022","05_May","7108.1200","914","less than 99.5% of gold","Romania","39","1'526'432"
"IMP","2022","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Philippines","919","32'559'888"
"IMP","2022","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Peru","17'556","184'181'572"
"IMP","2022","05_May","7108.1200","912","at least 99.5% of gold, for refining or other processing","Peru","324","19'089'760"
"IMP","2022","05_May","7108.1200","914","less than 99.5% of gold","Panama","43","1'744'348"
"IMP","2022","05_May","7108.1200","912","at least 99.5% of gold, for refining or other processing","Norway","132","7'949'113"
"IMP","2022","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Nigeria","90","5'127'881"
"IMP","2022","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Nicaragua","1'426","16'957'092"
"IMP","2022","05_May","7108.1200","912","at least 99.5% of gold, for refining or other processing","Nicaragua","10","595'967"
"IMP","2022","05_May","7108.1200","913","at least 99.5% of gold, for other uses","Netherlands","8","444'263"
"IMP","2022","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Morocco","51","2'210'246"
"IMP","2022","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Mongolia","949","47'374'185"
"IMP","2022","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Mexico","1'595","32'185'534"
"IMP","2022","05_May","7108.1200","914","less than 99.5% of gold","Mexico","273","8'194'420"
"IMP","2022","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Mauritania","544","29'851'933"
"IMP","2022","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Mali","1'764","92'868'158"
"IMP","2022","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Malaysia","6","364'455"
"IMP","2022","05_May","7108.1200","914","less than 99.5% of gold","Malaysia","76","4'230'839"
"IMP","2022","05_May","7108.1200","913","at least 99.5% of gold, for other uses","Luxembourg","2","120'114"
"IMP","2022","05_May","7108.1200","914","less than 99.5% of gold","Luxembourg","8","337'303"
"IMP","2022","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Liberia","1'173","62'767'228"
"IMP","2022","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Kenya","14","626'632"
"IMP","2022","05_May","7108.1200","912","at least 99.5% of gold, for refining or other processing","Japan","300","18'376'527"
"IMP","2022","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Italy","47","2'012'517"
"IMP","2022","05_May","7108.1200","912","at least 99.5% of gold, for refining or other processing","Italy","85","5'054'635"
"IMP","2022","05_May","7108.1200","913","at least 99.5% of gold, for other uses","Italy","463","27'705'713"
"IMP","2022","05_May","7108.1200","914","less than 99.5% of gold","Italy","581","25'810'625"
"IMP","2022","05_May","7108.1200","914","less than 99.5% of gold","Ireland","12","745'252"
"IMP","2022","05_May","7108.1200","912","at least 99.5% of gold, for refining or other processing","Hong Kong","2'629","155'794'130"
"IMP","2022","05_May","7108.1200","913","at least 99.5% of gold, for other uses","Hong Kong","82","5'184'510"
"IMP","2022","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Guinea","719","37'748'200"
"IMP","2022","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Ghana","6'999","354'424'799"
"IMP","2022","05_May","7108.1200","912","at least 99.5% of gold, for refining or other processing","Germany","1'598","93'980'411"
"IMP","2022","05_May","7108.1200","913","at least 99.5% of gold, for other uses","Germany","109","6'704'457"
"IMP","2022","05_May","7108.1200","914","less than 99.5% of gold","Germany","2'215","75'458'472"
"IMP","2022","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Georgia","207","6'919'307"
"IMP","2022","05_May","7108.1200","912","at least 99.5% of gold, for refining or other processing","France","195","11'411'727"
"IMP","2022","05_May","7108.1200","913","at least 99.5% of gold, for other uses","France","7","401'013"
"IMP","2022","05_May","7108.1200","914","less than 99.5% of gold","France","359","11'298'447"
"IMP","2022","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Finland","742","37'840'823"
"IMP","2022","05_May","7108.1200","912","at least 99.5% of gold, for refining or other processing","Finland","500","30'049'932"
"IMP","2022","05_May","7108.1200","912","at least 99.5% of gold, for refining or other processing","Emirates, Arab","1'100","64'473'017"
"IMP","2022","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Ecuador","498","19'457'006"
"IMP","2022","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Dominican Rep.","5'576","77'629'026"
"IMP","2022","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Côte d'Ivoire","1'887","80'851'479"
"IMP","2022","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Colombia","257","13'700'325"
"IMP","2022","05_May","7108.1200","912","at least 99.5% of gold, for refining or other processing","China","96","5'554'590"
"IMP","2022","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Chile","6'845","56'008'308"
"IMP","2022","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Canada","2'779","107'281'639"
"IMP","2022","05_May","7108.1200","912","at least 99.5% of gold, for refining or other processing","Canada","1'278","76'249'853"
"IMP","2022","05_May","7108.1200","913","at least 99.5% of gold, for other uses","Canada","68","4'490'443"
"IMP","2022","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Burkina Faso","5'733","285'430'619"
"IMP","2022","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Brazil","952","45'800'649"
"IMP","2022","05_May","7108.1200","912","at least 99.5% of gold, for refining or other processing","Brazil","375","22'554'197"
"IMP","2022","05_May","7108.1200","912","at least 99.5% of gold, for refining or other processing","Belgium","233","13'501'581"
"IMP","2022","05_May","7108.1200","913","at least 99.5% of gold, for other uses","Belgium","533","31'736'379"
"IMP","2022","05_May","7108.1200","914","less than 99.5% of gold","Belgium","55","2'315'815"
"IMP","2022","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Azerbaijan","897","14'975'075"
"IMP","2022","05_May","7108.1200","913","at least 99.5% of gold, for other uses","Austria","5","309'387"
"IMP","2022","05_May","7108.1200","914","less than 99.5% of gold","Austria","10","448'459"
"IMP","2022","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Australia","9'456","36'250'534"
"IMP","2022","05_May","7108.1200","912","at least 99.5% of gold, for refining or other processing","Australia","4'786","282'648'806"
"IMP","2022","05_May","7108.1200","913","at least 99.5% of gold, for other uses","Australia","994","57'567'135"
"IMP","2022","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Argentina","11'450","67'328'077"
"IMP","2022","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","_ALL","88'627","2'084'632'946"
"IMP","2022","05_May","7108.1200","912","at least 99.5% of gold, for refining or other processing","_ALL","46'924","2'785'538'301"
"IMP","2022","05_May","7108.1200","913","at least 99.5% of gold, for other uses","_ALL","23'442","1'376'129'109"
"IMP","2022","05_May","7108.1200","914","less than 99.5% of gold","_ALL","4'297","155'660'953"
"IMP","2021","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","USA","4'106","167'749'058"
"IMP","2021","05_May","7108.1200","912","at least 99.5% of gold, for refining or other processing","USA","1'019","53'749'994"
"IMP","2021","05_May","7108.1200","913","at least 99.5% of gold, for other uses","USA","3'680","194'283'086"
"IMP","2021","05_May","7108.1200","914","less than 99.5% of gold","USA","32","953'060"
"IMP","2021","05_May","7108.1200","912","at least 99.5% of gold, for refining or other processing","United Kingdom","219","9'486'993"
"IMP","2021","05_May","7108.1200","913","at least 99.5% of gold, for other uses","United Kingdom","10'179","546'085'678"
"IMP","2021","05_May","7108.1200","914","less than 99.5% of gold","United Kingdom","84","2'516'477"
"IMP","2021","05_May","7108.1200","912","at least 99.5% of gold, for refining or other processing","Ukraine","87","4'727'862"
"IMP","2021","05_May","7108.1200","914","less than 99.5% of gold","Ukraine","80","2'630'435"
"IMP","2021","05_May","7108.1200","914","less than 99.5% of gold","Turkey","76","2'524'386"
"IMP","2021","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Thailand","152","7'755'784"
"IMP","2021","05_May","7108.1200","912","at least 99.5% of gold, for refining or other processing","Thailand","2'080","112'745'937"
"IMP","2021","05_May","7108.1200","914","less than 99.5% of gold","Thailand","207","10'600'856"
"IMP","2021","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Tanzania","1'942","70'983'848"
"IMP","2021","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Sweden","55","2'969'038"
"IMP","2021","05_May","7108.1200","913","at least 99.5% of gold, for other uses","Sweden","2","116'510"
"IMP","2021","05_May","7108.1200","914","less than 99.5% of gold","Sweden","1","26'822"
"IMP","2021","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Suriname","1'490","77'180'067"
"IMP","2021","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Spain","102","2'350'380"
"IMP","2021","05_May","7108.1200","913","at least 99.5% of gold, for other uses","Spain","166","8'955'169"
"IMP","2021","05_May","7108.1200","914","less than 99.5% of gold","Spain","61","2'328'048"
"IMP","2021","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","South Africa","297","16'642'390"
"IMP","2021","05_May","7108.1200","913","at least 99.5% of gold, for other uses","South Africa","10'025","530'547'203"
"IMP","2021","05_May","7108.1200","912","at least 99.5% of gold, for refining or other processing","Singapore","82","4'435'349"
"IMP","2021","05_May","7108.1200","913","at least 99.5% of gold, for other uses","Singapore","262","14'244'757"
"IMP","2021","05_May","7108.1200","914","less than 99.5% of gold","Singapore","135","6'600'872"
"IMP","2021","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Senegal","1'114","54'610'490"
"IMP","2021","05_May","7108.1200","912","at least 99.5% of gold, for refining or other processing","Russia","134","7'317'926"
"IMP","2021","05_May","7108.1200","913","at least 99.5% of gold, for other uses","Russia","156","8'366'613"
"IMP","2021","05_May","7108.1200","912","at least 99.5% of gold, for refining or other processing","Romania","8","263'837"
"IMP","2021","05_May","7108.1200","914","less than 99.5% of gold","Romania","56","1'825'760"
"IMP","2021","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Philippines","1'213","39'466'549"
"IMP","2021","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Peru","16'257","147'047'643"
"IMP","2021","05_May","7108.1200","912","at least 99.5% of gold, for refining or other processing","Peru","373","18'160'229"
"IMP","2021","05_May","7108.1200","914","less than 99.5% of gold","Panama","35","1'245'356"
"IMP","2021","05_May","7108.1200","912","at least 99.5% of gold, for refining or other processing","Norway","152","8'012'902"
"IMP","2021","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Nicaragua","1'639","15'308'361"
"IMP","2021","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Morocco","20","736'445"
"IMP","2021","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Mongolia","3'728","178'859'920"
"IMP","2021","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Mexico","3'303","52'158'896"
"IMP","2021","05_May","7108.1200","914","less than 99.5% of gold","Mexico","392","10'268'996"
"IMP","2021","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Mali","1'468","74'148'782"
"IMP","2021","05_May","7108.1200","912","at least 99.5% of gold, for refining or other processing","Malaysia","20","1'022'043"
"IMP","2021","05_May","7108.1200","914","less than 99.5% of gold","Malaysia","82","4'235'328"
"IMP","2021","05_May","7108.1200","912","at least 99.5% of gold, for refining or other processing","Luxembourg","13","691'864"
"IMP","2021","05_May","7108.1200","914","less than 99.5% of gold","Luxembourg","22","877'046"
"IMP","2021","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Liberia","362","18'392'366"
